Script ID,Eng,Kor,JP_M,JP_W,Placeholder,비고,EOL
DialogueC_001,???,???,???,???,,,EOL
DialogueC_002,Accidy,우연,グウゼン,グウゼン,,,EOL
DialogueC_003,Fate,필연,ヒツゼン,ヒツゼン,,플레이어가 지정한 이름,EOL
DialogueC_004,,,,,,공백,EOL
Dialogue_0001,,안녕,,,,,EOL
Dialogue_0002,,깼어?,,,,,EOL
Dialogue_0003,,...,,,,,EOL
Dialogue_0004,,응,,,,,EOL
Dialogue_0005,,우선 조용히 상황을 파악하자.,,,,,EOL
Dialogue_0006,,숨겨봤자 걸릴게 뻔하다. \n...상대방은 내 목소리를 못들은 것 같다.,,,,,EOL
Dialogue_0007,,옆에서 들린 목소리는,,,,,EOL
Dialogue_0008,,여자,,,,,EOL
Dialogue_0009,,남자,,,,,EOL
Dialogue_0010,,부드럽고 얇은 느낌의 여자 목소리였다.,,,,,EOL
Dialogue_0011,,편히 듣기 좋은 남자 목소리였다.,,,,,EOL
Dialogue_0012,,그나저나 여긴 어디지...,,,,,EOL
Dialogue_0013,,약...약이 너무 쎘나...,,,,,EOL
Dialogue_0014,,어쩌지...이러다가 죽어버리면….죽어버리면…,,,,,EOL
Dialogue_0015,,손톱을 물어뜯는건가? \n냅두면 계속해서 물어뜯을 것 같다\n우선 말려야겠지.,,,,,EOL
Dialogue_0016,,깼어,,,,,EOL
Dialogue_0017,,아! 다행이다! 혹시 죽었을까봐 걱정이었어!,,,,,EOL
Dialogue_0018,,아무렇지 않게 말하네....,,,,,EOL
Dialogue_0019,,자! 어서 아~해.,,,,,EOL
Dialogue_0020,,응?,,,,,EOL
Dialogue_0021,,아플테니까 죽 먹어야지! 아~,,,,,EOL
Dialogue_0022,,무의식적으로 몸을 피했다. ,,,,,EOL
Dialogue_0023,,이번엔 진짜...약은 안탔는데....,,,,,EOL
Dialogue_0024,,정말인데....,,,,,EOL
Dialogue_0025,,날 믿지 못하는거야? 응?,,,,,EOL
Dialogue_0026,,죽을 먹는다.,,,,,EOL
Dialogue_0027,,무시한다.,,,,,EOL
Dialogue_0028,,내가 먹을 때까지 계속 손톱을 물어뜯을 것 같다.,,,,,EOL
Dialogue_0029,,먹을게.,,,,,EOL
Dialogue_0030,,어차피 내가 먹겠다 할때까지 저러고 있었겠지.,,,,,EOL
Dialogue_0031,,와~ 역시 나를 믿어주는구나! 기뻐!,,,,,EOL
Dialogue_0032,,다 먹었네! 장하다! \n있잖아 나도 {PlayerName}(이)랑만 붙어있고 싶은데...,,,TRUE,,EOL
Dialogue_0033,,나 꼭 나가봐야하는 일이 있어서 말이야. ,,,,,EOL
Dialogue_0034,,나가지 말고 여기서 얌전히 지내고 있어야 해.,,,,,EOL
Dialogue_0035,,알았지?,,,,,EOL
Dialogue_0036,,응,,,,,EOL
Dialogue_0037,,고개를 끄덕인다.,,,,,EOL
Dialogue_0038,,얌전히 있기로 약속한거야!,,,,,EOL
Dialogue_0039,,나가면 너를 찾아 헤매다가 나 죽어버릴거니까!,,,,,EOL
Dialogue_0040,,그러니까 얌전히 자고 있어♡. 사랑해!!,,,,,EOL
Dialogue_0041,,역시 죽에 뭘 탔나보다.,,,,,EOL
